OBJECTID,Nature_Of_,Premise_Ty,Organizati,Building_N,Street_Typ,Street_Nam,Landmark,Locality,City,Post_Offic,District,Sub_Distri,State,Postman_Be,Pincode,SymbolID,lat,long
0,URBAN,SHOP,,AKIK CHAIR,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,AHMEDABAD,0,382415,,0.0,0.0
0,URBAN,SHOP,,SHIVAM MASALA,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,AHMEDABAD,0,382415,,0.0,0.0
0,URBAN,PLOT,,VIJAY ESTATE,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,AHMEDABAD,0,382415,,0.0,0.0
0,URBAN,SHOP,,KARAM GAS SERVICE AGENCIES,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,AHMEDABAD,0,382415,,0.0,0.0
0,URBAN,HOUSE,,ISHVARKRUPA SOSIETY,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,SHOP,,SAGUNAPARK SOCIETY,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,SAGUNA PARK,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,DARSANDHAM SOSIETY,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,GIRIRAJ NAGAR SOSIETY,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,PLOT,,SAURABH VIDHYALAY,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,PLOT,,ADINATH VIDHYALAY,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,PLOT,,PRATHMIC SHALA,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,PLOT,,GOGAJI ASTAT,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,SADGURUKRUPA  NAGAR,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,IGNASHPARK SOSIETY,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,HARIKRISHNA SOSIETY,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,PLOT,,ADARSH ASTAT,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,SHOP,,HAREKRISHNA SHOPPING CENTER,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,SHOP,,SAGUNAPARK SHOOPING CENTER,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,GAURAV PARK,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,AAGAMAN  PARK,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,VALMIKI NAGAR,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,RAGHUKUL ASTAT,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,SHAKARA  BHAGAT NI CHALI,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,SHOP,,SHAIVDARSHAN SHOPPING CENTER,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,SHIVDARSHAN SOSIETY,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,SHIVDHAM SOSIETY,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,GAJRAVADI,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,GAJRAVADI PART-A,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,GAJRAVADI PART-B,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,PLOT,,MADHAV ASTAT,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,PLOT,,MARUTI ASTAT,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,PLOT,,SATSANG ASTAT,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,PLOT,,CHUNARA BHAI NO KUVO,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,PLOT,,MOTHER TERRESA HOME,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,RAJIVNAGAR,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,HARI OM PARK,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,VRINDAVAN  PARK,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,YAMUNA  PARK,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,VAIBHAV NAGAR,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,VISHVAS NAGAR,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,MANGLAM PARK,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,BUNGLOW,,TAKSHSHILA HABIT,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,PLOT,,KARNAVATI ASTAT,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,PLOT,,HOSPITAL,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,P  &  T COLONY-A,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,P  &  T COLONY-B,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,P  &  T COLONY-C,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,FACTORY,,AGRESEN ESTATE,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,FACTORY,,GHASVALA ESTATE,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,SHOP,,GHASVALA COMPLEX,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,LIC  QUETERS,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,SHOP,,NAVRATNA COMPLEX,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,PLOT,,SHREEJI ESTATE,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,VANZARAVAS,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,MOTILUHAR NI CHALI,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,SHOP,,VINAYAK ESTATE,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,VALLABHNAGAR,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,PLOT,,MAHAGUJRAT STEEL RPLLING MILLS,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,SHOP,,ARVIND SHOPPING CENTER,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,SHOP,,ANIL METAL COMPLEX,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,SHOP,,CHANAKAY COMPLEX,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,SHOP,,BHARAT WOOD WORKERS,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,PLOT,,ADARSH ESTATE PART ONE,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,PLOT,,ADARSH SHOPPING CENTER,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,SHOP,,V.K.COMPLEX,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,PLOT,,V.K.ESTATE,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,,,GURU DHWARA,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,,,LAXMI MANDIR,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,SVIKRUTI SOSTETY,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,RAMDEVNAGAR -A,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,RAMDEVNAGAR -B,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,KAILASH TOWER,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,HINGRAJ STIMER MART,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,BALKRISHNA STIMER MART,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,RAGHUVANSHI STIMER MART,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,AMARJYOT SHOPPINGCENTER,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,PLOT,,PATIDAR PACKAGING BIDIVALA ESTATE,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,MOTIBHAGAT NI CHALI,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,SARANIYAVADI,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URBAN,HOUSE,,AUD NI CHALI,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,PRAJAPATI SOCIETY,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,SHOP,,PRAJAPATISOCIETY SHIPPING,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,KAMLESH PARK,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,SHOP,,KAMLESHPARK SHOPPING,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,KRUSHANAKUNJSOCIETY,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,SHOP,,KRUSHANAKUNJSHOPPING,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,SHOP,,SHITALKRUPASHOPPING,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,SHITALKRUPASOCIETY,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,VIHAL PARK VIBHAG-II,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,SHOP,,VIHAL PARK VIBHAG-II-SHOPPING,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,RATNAMALA SOCIETY,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,SHOP,,RATNAMALA SOCIETY SHOP,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,SANTOSHINAGAR CHHAPRA,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,SHOP,,SHOP,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,CHHANA GOGO NI CHALI,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,VAGHJIMASTER NI CHALI,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,KHEMA HEMANI CHALI,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,BHAWANI TEKRA CHHAPRA,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,DR AMABEDKAR PARK,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,SHOP,,DR AMABEDKAR PARK SHOP,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,MOH.KASAI NI CHALI,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,NEMINATH SOCIETY A,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,NEMINATH SOCIETY B,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,NEMINATH SOCIETY C,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,NEW BHAWANINAGAR CHHAPRA,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,JAIRANCHHOD SOCIETY,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,SOMNATH SOCIETY A,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,SOMANTH SOCIETY  B,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,SOMANTH SOCIETY  C,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,UMIYANAGAR FIRE STATION,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,JAYKRISHNA HARI VALLABH SOCIETY,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,AMBEDKARNAGAR   CHHAPRA,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,RABARI COLONY,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,SHOP,,RABARI COLONY SHOP,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,JAWALINI PARK,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,SHOP,,JAWALINI PARK SHOP,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,GURUKRUPANAGAR,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,MAGANBHAI NI CHALI,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,CHHANBHAI NI CHALI,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,NAGJIBHAI NI CHALI,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,KAILASH NAGAR,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,RADHEPARK,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,MUKESHNAGAR-A,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,MUKESHNAGAR-B,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,MUKESH NAGAR SHOP,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,SHASTRI COLONY,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,KARSHANNAGAR,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,RAGHUNATH MASTERNA CHHAPPARA,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,ADHYA SHAKTI SOCIETY,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,SHAKTI COLONY,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,DOHIYA NI CHALI,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,BHAVANI NAGAR,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,AVDHESHNI CHALI,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,PRAJAPATI NI CHALI,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,DARBAR NI CHALI,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,URABAN,HOUSE,,HEMA BIJAL NI CHALI,,,,ODHAV,AHMEDABAD,ODHAV IND ESTATE POST OFFICE,AHMEDABAD,,GUJARAT,0,382415,,0.0,0.0
0,,,,,,,,,Ahmedabad,,,,,0,0,,0.0,0.0
0,,,,,,,,,Ahmedabad,,Navrangpura,,,0,0,,0.0,0.0
0,,,,,,,,,Ahmedabad,,Ellis Bridge,,,0,0,,0.0,0.0
0,,,,,,,,,Ahmedabad,,Hindu Colony,,,0,0,,0.0,0.0
0,,,,,,,,,Ahmedabad,,Kamal Colony,,,0,0,,0.0,0.0
0,,,,,,,,,Ahmedabad,,Mithakhali,,,0,0,,0.0,0.0
0,,,,,,,,,Ahmedabad,,Vasant Vihar,,,0,0,,0.0,0.0
0,,,,,,,,,Ahmedabad,,RBI Officer Colony,,,0,0,,0.0,0.0
0,,,,,,,,,Ahmedabad,,Naranpura,,,0,0,,0.0,0.0
0,URBAN,FLAT,,MANSI APARTMENT,ROAD,NAVJIVAN ROAD,,NAVJIVAN,AHMEDABAD,NAVJIVAN POST OFFICE,AHMEDABAD,,GUJARAT,1000,0,,0.0,0.0
0,URBAN,FLAT,,AMRAPALI FLAT,ROAD,NAVJIVAN ROAD,,NAVJIVAN,AHMEDABAD,NAVJIVAN POST OFFICE,AHMEDABAD,,GUJARAT,1000,0,,0.0,0.0
